year,acs_period,geography_type,geography_id,geography_name,total_population,median_household_income
2009,2005-2009,Place,42055,La Jara town,895,30125
2010,2006-2010,Place,42055,La Jara town,930,33036
2011,2007-2011,Place,42055,La Jara town,993,39375
2012,2008-2012,Place,42055,La Jara town,1094,32222
2013,2009-2013,Place,42055,La Jara town,882,33828
2014,2010-2014,Place,42055,La Jara town,835,33750
2015,2011-2015,Place,42055,La Jara town,713,28000
2016,2012-2016,Place,42055,La Jara town,666,31094
2017,2013-2017,Place,42055,La Jara town,677,37813
2018,2014-2018,Place,42055,La Jara town,835,34125
2019,2015-2019,Place,42055,La Jara town,817,36563
2020,2016-2020,Place,42055,La Jara town,880,46250
2021,2017-2021,Place,42055,La Jara town,772,33750
2022,2018-2022,Place,42055,La Jara town,669,43333
2023,2019-2023,Place,42055,La Jara town,593,39630
2024,2020-2024,Place,42055,La Jara town,522,
2010,2006-2010,Place,42165,La Junta Gardens CDP,0,
2011,2007-2011,Place,42165,La Junta Gardens CDP,0,
2012,2008-2012,Place,42165,La Junta Gardens CDP,9,
2013,2009-2013,Place,42165,La Junta Gardens CDP,27,
2014,2010-2014,Place,42165,La Junta Gardens CDP,22,
2015,2011-2015,Place,42165,La Junta Gardens CDP,25,83214
2016,2012-2016,Place,42165,La Junta Gardens CDP,24,
2017,2013-2017,Place,42165,La Junta Gardens CDP,58,115375
2018,2014-2018,Place,42165,La Junta Gardens CDP,90,118125
2019,2015-2019,Place,42165,La Junta Gardens CDP,119,120365
2020,2016-2020,Place,42165,La Junta Gardens CDP,168,69362
2021,2017-2021,Place,42165,La Junta Gardens CDP,246,72036
2022,2018-2022,Place,42165,La Junta Gardens CDP,132,78906
2023,2019-2023,Place,42165,La Junta Gardens CDP,122,81136
2024,2020-2024,Place,42165,La Junta Gardens CDP,112,83701
2009,2005-2009,Place,42110,La Junta city,7024,32416
2010,2006-2010,Place,42110,La Junta city,7063,35580
2011,2007-2011,Place,42110,La Junta city,7047,31024
2012,2008-2012,Place,42110,La Junta city,7060,31733
2013,2009-2013,Place,42110,La Junta city,7106,36387
2014,2010-2014,Place,42110,La Junta city,7040,30010
2015,2011-2015,Place,42110,La Junta city,7018,31113
2016,2012-2016,Place,42110,La Junta city,6978,31999
2017,2013-2017,Place,42110,La Junta city,6900,32437
2018,2014-2018,Place,42110,La Junta city,6914,30830
2019,2015-2019,Place,42110,La Junta city,6893,39567
2020,2016-2020,Place,42110,La Junta city,6907,49654
2021,2017-2021,Place,42110,La Junta city,7282,48929
2022,2018-2022,Place,42110,La Junta city,7244,50799
2023,2019-2023,Place,42110,La Junta city,7211,54253
2024,2020-2024,Place,42110,La Junta city,7140,52315
2009,2005-2009,Place,43605,La Salle town,2243,46900
2010,2006-2010,Place,43605,La Salle town,2289,46632
2011,2007-2011,Place,43605,La Salle town,2397,48828
2012,2008-2012,Place,43605,La Salle town,2610,48952
2013,2009-2013,Place,43605,La Salle town,2400,48095
2014,2010-2014,Place,43605,La Salle town,2559,51985
2015,2011-2015,Place,43605,La Salle town,2571,48906
2016,2012-2016,Place,43605,La Salle town,2588,49706
2017,2013-2017,Place,43605,La Salle town,2754,52269
2018,2014-2018,Place,43605,La Salle town,2539,53798
2019,2015-2019,Place,43605,La Salle town,2697,60000
2020,2016-2020,Place,43605,La Salle town,3377,76500
2021,2017-2021,Place,43605,La Salle town,2934,80197
2022,2018-2022,Place,43605,La Salle town,2874,91080
2023,2019-2023,Place,43605,La Salle town,3119,91635
2024,2020-2024,Place,43605,La Salle town,3061,95833
2009,2005-2009,Place,44100,La Veta town,819,36932
2010,2006-2010,Place,44100,La Veta town,763,37457
2011,2007-2011,Place,44100,La Veta town,787,31875
2012,2008-2012,Place,44100,La Veta town,839,33125
2013,2009-2013,Place,44100,La Veta town,761,31696
2014,2010-2014,Place,44100,La Veta town,867,33090
2015,2011-2015,Place,44100,La Veta town,729,29792
2016,2012-2016,Place,44100,La Veta town,703,33523
2017,2013-2017,Place,44100,La Veta town,791,32898
2018,2014-2018,Place,44100,La Veta town,772,33015
2019,2015-2019,Place,44100,La Veta town,873,32596
2020,2016-2020,Place,44100,La Veta town,916,43708
2021,2017-2021,Place,44100,La Veta town,809,45991
2022,2018-2022,Place,44100,La Veta town,830,48297
2023,2019-2023,Place,44100,La Veta town,751,50975
2024,2020-2024,Place,44100,La Veta town,804,52804
2009,2005-2009,Place,41835,Lafayette city,25102,65319
2010,2006-2010,Place,41835,Lafayette city,24187,67560
2011,2007-2011,Place,41835,Lafayette city,24398,69840
2012,2008-2012,Place,41835,Lafayette city,24753,69759
2013,2009-2013,Place,41835,Lafayette city,25238,70623
2014,2010-2014,Place,41835,Lafayette city,25812,71038
2015,2011-2015,Place,41835,Lafayette city,26430,70714
2016,2012-2016,Place,41835,Lafayette city,27053,72895
2017,2013-2017,Place,41835,Lafayette city,27440,76059
2018,2014-2018,Place,41835,Lafayette city,28002,78297
2019,2015-2019,Place,41835,Lafayette city,28742,83342
2020,2016-2020,Place,41835,Lafayette city,27952,85909
2021,2017-2021,Place,41835,Lafayette city,30307,95033
2022,2018-2022,Place,41835,Lafayette city,30295,105819
2023,2019-2023,Place,41835,Lafayette city,30471,110431
2024,2020-2024,Place,41835,Lafayette city,30602,119040
2010,2006-2010,Place,42000,Laird CDP,30,26250
2011,2007-2011,Place,42000,Laird CDP,30,29063
2012,2008-2012,Place,42000,Laird CDP,47,43333
2013,2009-2013,Place,42000,Laird CDP,45,43542
2014,2010-2014,Place,42000,Laird CDP,51,43359
2015,2011-2015,Place,42000,Laird CDP,30,
2016,2012-2016,Place,42000,Laird CDP,67,55694
2017,2013-2017,Place,42000,Laird CDP,54,
2018,2014-2018,Place,42000,Laird CDP,52,
2019,2015-2019,Place,42000,Laird CDP,49,
2020,2016-2020,Place,42000,Laird CDP,24,
2021,2017-2021,Place,42000,Laird CDP,6,
2022,2018-2022,Place,42000,Laird CDP,5,
2023,2019-2023,Place,42000,Laird CDP,5,
2024,2020-2024,Place,42000,Laird CDP,4,
2009,2005-2009,Place,42330,Lake City town,200,47417
2010,2006-2010,Place,42330,Lake City town,242,73295
2011,2007-2011,Place,42330,Lake City town,289,68194
2012,2008-2012,Place,42330,Lake City town,345,51058
2013,2009-2013,Place,42330,Lake City town,342,52917
2014,2010-2014,Place,42330,Lake City town,366,50500
2015,2011-2015,Place,42330,Lake City town,354,44821
2016,2012-2016,Place,42330,Lake City town,412,44583
2017,2013-2017,Place,42330,Lake City town,418,54444
2018,2014-2018,Place,42330,Lake City town,454,47917
2019,2015-2019,Place,42330,Lake City town,436,55714
2020,2016-2020,Place,42330,Lake City town,438,39167
2021,2017-2021,Place,42330,Lake City town,485,52250
2022,2018-2022,Place,42330,Lake City town,465,57548
2023,2019-2023,Place,42330,Lake City town,474,62422
2024,2020-2024,Place,42330,Lake City town,561,61919
2009,2005-2009,Place,42495,Lakeside town,23,76136
2010,2006-2010,Place,42495,Lakeside town,19,78611
2011,2007-2011,Place,42495,Lakeside town,15,80833
2012,2008-2012,Place,42495,Lakeside town,18,80938
2013,2009-2013,Place,42495,Lakeside town,4,
2014,2010-2014,Place,42495,Lakeside town,4,18750
2015,2011-2015,Place,42495,Lakeside town,5,
2016,2012-2016,Place,42495,Lakeside town,10,
2017,2013-2017,Place,42495,Lakeside town,12,
2018,2014-2018,Place,42495,Lakeside town,8,
2019,2015-2019,Place,42495,Lakeside town,7,
2020,2016-2020,Place,42495,Lakeside town,6,
2021,2017-2021,Place,42495,Lakeside town,8,
2022,2018-2022,Place,42495,Lakeside town,7,34375
2023,2019-2023,Place,42495,Lakeside town,8,
2024,2020-2024,Place,42495,Lakeside town,4,
2009,2005-2009,Place,43000,Lakewood city,140379,52438
2010,2006-2010,Place,43000,Lakewood city,142020,52960
2011,2007-2011,Place,43000,Lakewood city,142732,54918
2012,2008-2012,Place,43000,Lakewood city,143496,55093
2013,2009-2013,Place,43000,Lakewood city,144530,56492
2014,2010-2014,Place,43000,Lakewood city,145880,56134
2015,2011-2015,Place,43000,Lakewood city,147836,56954
2016,2012-2016,Place,43000,Lakewood city,149793,58227
2017,2013-2017,Place,43000,Lakewood city,151411,61058
2018,2014-2018,Place,43000,Lakewood city,153522,64100
2019,2015-2019,Place,43000,Lakewood city,155146,66740
2020,2016-2020,Place,43000,Lakewood city,155733,71233
2021,2017-2021,Place,43000,Lakewood city,155608,75343
2022,2018-2022,Place,43000,Lakewood city,156149,82786
2023,2019-2023,Place,43000,Lakewood city,156309,85789
2024,2020-2024,Place,43000,Lakewood city,156583,89792
2009,2005-2009,Place,43110,Lamar city,8025,33455
2010,2006-2010,Place,43110,Lamar city,7901,31521
2011,2007-2011,Place,43110,Lamar city,7886,31074
2012,2008-2012,Place,43110,Lamar city,7867,30551
2013,2009-2013,Place,43110,Lamar city,7874,31314
2014,2010-2014,Place,43110,Lamar city,7810,31741
2015,2011-2015,Place,43110,Lamar city,7744,35487
2016,2012-2016,Place,43110,Lamar city,7662,37177
2017,2013-2017,Place,43110,Lamar city,7627,38136
2018,2014-2018,Place,43110,Lamar city,7606,37554
2019,2015-2019,Place,43110,Lamar city,7564,40826
2020,2016-2020,Place,43110,Lamar city,7598,41124
2021,2017-2021,Place,43110,Lamar city,7636,43764
2022,2018-2022,Place,43110,Lamar city,7667,48422
2023,2019-2023,Place,43110,Lamar city,7629,58487
2024,2020-2024,Place,43110,Lamar city,7611,53188
2009,2005-2009,Place,43220,Laporte CDP,2340,49386
2010,2006-2010,Place,43220,Laporte CDP,2426,44301
2011,2007-2011,Place,43220,Laporte CDP,2685,45887
2012,2008-2012,Place,43220,Laporte CDP,2498,49306
2013,2009-2013,Place,43220,Laporte CDP,2628,46344
2014,2010-2014,Place,43220,Laporte CDP,2878,46320
2015,2011-2015,Place,43220,Laporte CDP,2497,53011
2016,2012-2016,Place,43220,Laporte CDP,2352,52558
2017,2013-2017,Place,43220,Laporte CDP,2357,53911
2018,2014-2018,Place,43220,Laporte CDP,2411,63607
2019,2015-2019,Place,43220,Laporte CDP,2413,55192
2020,2016-2020,Place,43220,Laporte CDP,2299,65275
2021,2017-2021,Place,43220,Laporte CDP,2201,61680
2022,2018-2022,Place,43220,Laporte CDP,2233,69732
2023,2019-2023,Place,43220,Laporte CDP,2123,67697
2024,2020-2024,Place,43220,Laporte CDP,1771,87313
2009,2005-2009,Place,43550,Larkspur town,196,48958
2010,2006-2010,Place,43550,Larkspur town,173,57250
2011,2007-2011,Place,43550,Larkspur town,214,57778
2012,2008-2012,Place,43550,Larkspur town,198,54688
2013,2009-2013,Place,43550,Larkspur town,217,55714
2014,2010-2014,Place,43550,Larkspur town,204,56250
2015,2011-2015,Place,43550,Larkspur town,248,44688
2016,2012-2016,Place,43550,Larkspur town,221,35556
2017,2013-2017,Place,43550,Larkspur town,250,37188
2018,2014-2018,Place,43550,Larkspur town,257,39167
2019,2015-2019,Place,43550,Larkspur town,278,38393
2020,2016-2020,Place,43550,Larkspur town,244,54844
2021,2017-2021,Place,43550,Larkspur town,260,55357
2022,2018-2022,Place,43550,Larkspur town,182,62679
2023,2019-2023,Place,43550,Larkspur town,171,88125
2024,2020-2024,Place,43550,Larkspur town,131,70417
2009,2005-2009,Place,43660,Las Animas city,2583,27719
2010,2006-2010,Place,43660,Las Animas city,3171,30680
2011,2007-2011,Place,43660,Las Animas city,2958,31446
2012,2008-2012,Place,43660,Las Animas city,2632,32154
2013,2009-2013,Place,43660,Las Animas city,2221,31033
2014,2010-2014,Place,43660,Las Animas city,1943,31948
2015,2011-2015,Place,43660,Las Animas city,1813,29260
2016,2012-2016,Place,43660,Las Animas city,1909,26188
2017,2013-2017,Place,43660,Las Animas city,2047,22474
2018,2014-2018,Place,43660,Las Animas city,2065,22258
2019,2015-2019,Place,43660,Las Animas city,2269,23456
2020,2016-2020,Place,43660,Las Animas city,2286,33042
2021,2017-2021,Place,43660,Las Animas city,2564,40316
2022,2018-2022,Place,43660,Las Animas city,2421,45355
2023,2019-2023,Place,43660,Las Animas city,2480,48917
2024,2020-2024,Place,43660,Las Animas city,2540,51875
2020,2016-2020,Place,44265,Lazear CDP,245,
2021,2017-2021,Place,44265,Lazear CDP,165,
2022,2018-2022,Place,44265,Lazear CDP,142,50667
2023,2019-2023,Place,44265,Lazear CDP,164,
2024,2020-2024,Place,44265,Lazear CDP,196,41841
2010,2006-2010,Place,44270,Lazy Acres CDP,927,107500
2011,2007-2011,Place,44270,Lazy Acres CDP,980,104833
2012,2008-2012,Place,44270,Lazy Acres CDP,819,132946
2013,2009-2013,Place,44270,Lazy Acres CDP,911,151458
2014,2010-2014,Place,44270,Lazy Acres CDP,996,122750
2015,2011-2015,Place,44270,Lazy Acres CDP,977,124722
2016,2012-2016,Place,44270,Lazy Acres CDP,915,125417
2017,2013-2017,Place,44270,Lazy Acres CDP,923,108646
2018,2014-2018,Place,44270,Lazy Acres CDP,868,126827
2019,2015-2019,Place,44270,Lazy Acres CDP,979,149167
2020,2016-2020,Place,44270,Lazy Acres CDP,1071,134271
2021,2017-2021,Place,44270,Lazy Acres CDP,926,155714
2022,2018-2022,Place,44270,Lazy Acres CDP,1014,150927
2023,2019-2023,Place,44270,Lazy Acres CDP,1056,147344
2024,2020-2024,Place,44270,Lazy Acres CDP,778,147625
2009,2005-2009,Place,44375,Leadville North CDP,2360,50690
2010,2006-2010,Place,44375,Leadville North CDP,1732,53304
2011,2007-2011,Place,44375,Leadville North CDP,1584,53138
2012,2008-2012,Place,44375,Leadville North CDP,1473,65083
2013,2009-2013,Place,44375,Leadville North CDP,1647,68000
2014,2010-2014,Place,44375,Leadville North CDP,1600,69667
2015,2011-2015,Place,44375,Leadville North CDP,1815,60676
2016,2012-2016,Place,44375,Leadville North CDP,1875,45455
2017,2013-2017,Place,44375,Leadville North CDP,1786,45567
2018,2014-2018,Place,44375,Leadville North CDP,2031,50353
2019,2015-2019,Place,44375,Leadville North CDP,2244,50219
2020,2016-2020,Place,44375,Leadville North CDP,2200,54290
2021,2017-2021,Place,44375,Leadville North CDP,1948,76034
2022,2018-2022,Place,44375,Leadville North CDP,2003,79942
2023,2019-2023,Place,44375,Leadville North CDP,1470,96447
2024,2020-2024,Place,44375,Leadville North CDP,1417,97604
2009,2005-2009,Place,44320,Leadville city,2878,45223
2010,2006-2010,Place,44320,Leadville city,2633,40350
2011,2007-2011,Place,44320,Leadville city,2635,40088
2012,2008-2012,Place,44320,Leadville city,2624,39976
2013,2009-2013,Place,44320,Leadville city,2601,39278
2014,2010-2014,Place,44320,Leadville city,2590,39985
2015,2011-2015,Place,44320,Leadville city,2595,39692
2016,2012-2016,Place,44320,Leadville city,2614,41444
2017,2013-2017,Place,44320,Leadville city,2645,42017
2018,2014-2018,Place,44320,Leadville city,2679,58208
2019,2015-2019,Place,44320,Leadville city,2742,64205
2020,2016-2020,Place,44320,Leadville city,2731,68421
2021,2017-2021,Place,44320,Leadville city,2623,70469
2022,2018-2022,Place,44320,Leadville city,2622,80100
2023,2019-2023,Place,44320,Leadville city,2634,83875
2024,2020-2024,Place,44320,Leadville city,2620,86350
2010,2006-2010,Place,44595,Lewis CDP,301,43971
2011,2007-2011,Place,44595,Lewis CDP,357,41800
2012,2008-2012,Place,44595,Lewis CDP,426,41597
2013,2009-2013,Place,44595,Lewis CDP,421,42188
2014,2010-2014,Place,44595,Lewis CDP,451,44224
2015,2011-2015,Place,44595,Lewis CDP,391,44063
2016,2012-2016,Place,44595,Lewis CDP,139,42857
2017,2013-2017,Place,44595,Lewis CDP,140,
2018,2014-2018,Place,44595,Lewis CDP,121,
2019,2015-2019,Place,44595,Lewis CDP,149,
2020,2016-2020,Place,44595,Lewis CDP,186,
2021,2017-2021,Place,44595,Lewis CDP,164,
2022,2018-2022,Place,44595,Lewis CDP,149,86591
2023,2019-2023,Place,44595,Lewis CDP,349,
2024,2020-2024,Place,44595,Lewis CDP,277,
2010,2006-2010,Place,44695,Leyner CDP,0,
2011,2007-2011,Place,44695,Leyner CDP,0,
2012,2008-2012,Place,44695,Leyner CDP,0,
2013,2009-2013,Place,44695,Leyner CDP,34,
2014,2010-2014,Place,44695,Leyner CDP,31,
2015,2011-2015,Place,44695,Leyner CDP,30,
2016,2012-2016,Place,44695,Leyner CDP,27,
2017,2013-2017,Place,44695,Leyner CDP,24,
2018,2014-2018,Place,44695,Leyner CDP,0,
2019,2015-2019,Place,44695,Leyner CDP,0,
2020,2016-2020,Place,44695,Leyner CDP,0,
2021,2017-2021,Place,44695,Leyner CDP,0,
2022,2018-2022,Place,44695,Leyner CDP,0,
2023,2019-2023,Place,44695,Leyner CDP,0,
2024,2020-2024,Place,44695,Leyner CDP,0,
2009,2005-2009,Place,44980,Limon town,1834,40903
2010,2006-2010,Place,44980,Limon town,1761,42500
2011,2007-2011,Place,44980,Limon town,1716,44531
2012,2008-2012,Place,44980,Limon town,1708,41809
2013,2009-2013,Place,44980,Limon town,1738,34688
2014,2010-2014,Place,44980,Limon town,1688,39773
2015,2011-2015,Place,44980,Limon town,1425,31776
2016,2012-2016,Place,44980,Limon town,1372,31328
2017,2013-2017,Place,44980,Limon town,1256,39167
2018,2014-2018,Place,44980,Limon town,1269,47500
2019,2015-2019,Place,44980,Limon town,1105,40694
2020,2016-2020,Place,44980,Limon town,1161,42153
2021,2017-2021,Place,44980,Limon town,1167,40792
2022,2018-2022,Place,44980,Limon town,1479,49034
2023,2019-2023,Place,44980,Limon town,1572,46950
2024,2020-2024,Place,44980,Limon town,1678,65776
2009,2005-2009,Place,45145,Lincoln Park CDP,3803,39339
2010,2006-2010,Place,45145,Lincoln Park CDP,4204,46723
2011,2007-2011,Place,45145,Lincoln Park CDP,3653,38670
2012,2008-2012,Place,45145,Lincoln Park CDP,3638,40933
2013,2009-2013,Place,45145,Lincoln Park CDP,3269,38879
2014,2010-2014,Place,45145,Lincoln Park CDP,3294,41786
2015,2011-2015,Place,45145,Lincoln Park CDP,3222,36618
2016,2012-2016,Place,45145,Lincoln Park CDP,2977,43909
2017,2013-2017,Place,45145,Lincoln Park CDP,3035,41392
2018,2014-2018,Place,45145,Lincoln Park CDP,3290,45885
2019,2015-2019,Place,45145,Lincoln Park CDP,3283,50042
2020,2016-2020,Place,45145,Lincoln Park CDP,3559,68661
2021,2017-2021,Place,45145,Lincoln Park CDP,3724,66198
2022,2018-2022,Place,45145,Lincoln Park CDP,4413,79408
2023,2019-2023,Place,45145,Lincoln Park CDP,4315,64750
2024,2020-2024,Place,45145,Lincoln Park CDP,3986,60036
2009,2005-2009,Place,45255,Littleton city,42307,56403
2010,2006-2010,Place,45255,Littleton city,41352,54512
2011,2007-2011,Place,45255,Littleton city,41683,57329
2012,2008-2012,Place,45255,Littleton city,42414,57232
2013,2009-2013,Place,45255,Littleton city,43065,59699
2014,2010-2014,Place,45255,Littleton city,43710,62683
2015,2011-2015,Place,45255,Littleton city,44553,65221
2016,2012-2016,Place,45255,Littleton city,45072,67133
2017,2013-2017,Place,45255,Littleton city,45848,71315
2018,2014-2018,Place,45255,Littleton city,47035,73185
2019,2015-2019,Place,45255,Littleton city,47989,76015
2020,2016-2020,Place,45255,Littleton city,46208,76375
2021,2017-2021,Place,45255,Littleton city,45465,82997
2022,2018-2022,Place,45255,Littleton city,45531,90273
2023,2019-2023,Place,45255,Littleton city,45092,96611
2024,2020-2024,Place,45255,Littleton city,44710,98839
2009,2005-2009,Place,45530,Lochbuie town,4355,54412
2010,2006-2010,Place,45530,Lochbuie town,4306,54007
2011,2007-2011,Place,45530,Lochbuie town,4517,60154
2012,2008-2012,Place,45530,Lochbuie town,4799,55541
2013,2009-2013,Place,45530,Lochbuie town,4947,55000
2014,2010-2014,Place,45530,Lochbuie town,5127,49193
2015,2011-2015,Place,45530,Lochbuie town,5222,49415
2016,2012-2016,Place,45530,Lochbuie town,5367,52204
2017,2013-2017,Place,45530,Lochbuie town,5675,58799
2018,2014-2018,Place,45530,Lochbuie town,6036,65000
2019,2015-2019,Place,45530,Lochbuie town,6388,71304
2020,2016-2020,Place,45530,Lochbuie town,6795,68493
2021,2017-2021,Place,45530,Lochbuie town,7730,76240
2022,2018-2022,Place,45530,Lochbuie town,7963,84556
2023,2019-2023,Place,45530,Lochbuie town,8142,88548
2024,2020-2024,Place,45530,Lochbuie town,8609,97009
2009,2005-2009,Place,45695,Log Lane Village town,752,39205
2010,2006-2010,Place,45695,Log Lane Village town,680,33625
2011,2007-2011,Place,45695,Log Lane Village town,721,31552
2012,2008-2012,Place,45695,Log Lane Village town,838,30550
2013,2009-2013,Place,45695,Log Lane Village town,838,27262
2014,2010-2014,Place,45695,Log Lane Village town,894,33250
2015,2011-2015,Place,45695,Log Lane Village town,1003,35083
2016,2012-2016,Place,45695,Log Lane Village town,1206,36250
2017,2013-2017,Place,45695,Log Lane Village town,1211,35982
2018,2014-2018,Place,45695,Log Lane Village town,1224,41071
2019,2015-2019,Place,45695,Log Lane Village town,1217,45929
2020,2016-2020,Place,45695,Log Lane Village town,1057,49323
2021,2017-2021,Place,45695,Log Lane Village town,960,51705
2022,2018-2022,Place,45695,Log Lane Village town,808,58958
2023,2019-2023,Place,45695,Log Lane Village town,948,64688
2024,2020-2024,Place,45695,Log Lane Village town,964,61250
2009,2005-2009,Place,45680,Loghill Village CDP,609,76250
