year,acs_period,geography_type,geography_id,geography_name,total_population,median_household_income
2012,2008-2012,Place,84042,West Pleasant View CDP,3485,40136
2013,2009-2013,Place,84042,West Pleasant View CDP,3594,45321
2014,2010-2014,Place,84042,West Pleasant View CDP,3598,49038
2015,2011-2015,Place,84042,West Pleasant View CDP,3830,60585
2016,2012-2016,Place,84042,West Pleasant View CDP,4078,57447
2017,2013-2017,Place,84042,West Pleasant View CDP,4220,68190
2018,2014-2018,Place,84042,West Pleasant View CDP,4691,84667
2019,2015-2019,Place,84042,West Pleasant View CDP,5173,71563
2020,2016-2020,Place,84042,West Pleasant View CDP,5417,70506
2021,2017-2021,Place,84042,West Pleasant View CDP,5140,81023
2022,2018-2022,Place,84042,West Pleasant View CDP,5197,84839
2023,2019-2023,Place,84042,West Pleasant View CDP,5221,89352
2024,2020-2024,Place,84042,West Pleasant View CDP,5051,95817
2009,2005-2009,Place,83450,Westcliffe town,743,32813
2010,2006-2010,Place,83450,Westcliffe town,744,22375
2011,2007-2011,Place,83450,Westcliffe town,833,35000
2012,2008-2012,Place,83450,Westcliffe town,650,28375
2013,2009-2013,Place,83450,Westcliffe town,588,25893
2014,2010-2014,Place,83450,Westcliffe town,552,21389
2015,2011-2015,Place,83450,Westcliffe town,440,30833
2016,2012-2016,Place,83450,Westcliffe town,399,28750
2017,2013-2017,Place,83450,Westcliffe town,376,26719
2018,2014-2018,Place,83450,Westcliffe town,378,28250
2019,2015-2019,Place,83450,Westcliffe town,368,33750
2020,2016-2020,Place,83450,Westcliffe town,559,46477
2021,2017-2021,Place,83450,Westcliffe town,403,49545
2022,2018-2022,Place,83450,Westcliffe town,443,52500
2023,2019-2023,Place,83450,Westcliffe town,459,65074
2024,2020-2024,Place,83450,Westcliffe town,419,53929
2009,2005-2009,Place,83500,Westcreek CDP,103,127063
2010,2006-2010,Place,83500,Westcreek CDP,70,116354
2011,2007-2011,Place,83500,Westcreek CDP,111,53393
2012,2008-2012,Place,83500,Westcreek CDP,50,49643
2013,2009-2013,Place,83500,Westcreek CDP,124,49583
2014,2010-2014,Place,83500,Westcreek CDP,150,56000
2015,2011-2015,Place,83500,Westcreek CDP,117,54286
2016,2012-2016,Place,83500,Westcreek CDP,116,
2017,2013-2017,Place,83500,Westcreek CDP,129,56458
2018,2014-2018,Place,83500,Westcreek CDP,179,49605
2019,2015-2019,Place,83500,Westcreek CDP,200,48813
2020,2016-2020,Place,83500,Westcreek CDP,273,
2021,2017-2021,Place,83500,Westcreek CDP,219,108929
2022,2018-2022,Place,83500,Westcreek CDP,281,136699
2023,2019-2023,Place,83500,Westcreek CDP,237,108571
2024,2020-2024,Place,83500,Westcreek CDP,237,104750
2009,2005-2009,Place,83835,Westminster city,106313,62254
2010,2006-2010,Place,83835,Westminster city,104869,61936
2011,2007-2011,Place,83835,Westminster city,105801,64076
2012,2008-2012,Place,83835,Westminster city,106750,64712
2013,2009-2013,Place,83835,Westminster city,108042,64884
2014,2010-2014,Place,83835,Westminster city,109296,66300
2015,2011-2015,Place,83835,Westminster city,110598,67081
2016,2012-2016,Place,83835,Westminster city,111770,69805
2017,2013-2017,Place,83835,Westminster city,111895,70990
2018,2014-2018,Place,83835,Westminster city,112747,73629
2019,2015-2019,Place,83835,Westminster city,112962,76142
2020,2016-2020,Place,83835,Westminster city,114832,76378
2021,2017-2021,Place,83835,Westminster city,115535,80355
2022,2018-2022,Place,83835,Westminster city,115502,90651
2023,2019-2023,Place,83835,Westminster city,115546,96145
2024,2020-2024,Place,83835,Westminster city,115484,100272
2010,2006-2010,Place,84000,Weston CDP,59,31786
2011,2007-2011,Place,84000,Weston CDP,37,50000
2012,2008-2012,Place,84000,Weston CDP,33,41000
2013,2009-2013,Place,84000,Weston CDP,90,43583
2014,2010-2014,Place,84000,Weston CDP,73,46000
2015,2011-2015,Place,84000,Weston CDP,51,39167
2016,2012-2016,Place,84000,Weston CDP,73,41406
2017,2013-2017,Place,84000,Weston CDP,63,
2018,2014-2018,Place,84000,Weston CDP,23,
2019,2015-2019,Place,84000,Weston CDP,32,
2020,2016-2020,Place,84000,Weston CDP,16,
2021,2017-2021,Place,84000,Weston CDP,23,48500
2022,2018-2022,Place,84000,Weston CDP,31,71250
2023,2019-2023,Place,84000,Weston CDP,42,75208
2024,2020-2024,Place,84000,Weston CDP,24,
2009,2005-2009,Place,84440,Wheat Ridge city,30909,45345
2010,2006-2010,Place,84440,Wheat Ridge city,30379,47014
2011,2007-2011,Place,84440,Wheat Ridge city,30365,48777
2012,2008-2012,Place,84440,Wheat Ridge city,30366,48048
2013,2009-2013,Place,84440,Wheat Ridge city,30489,48063
2014,2010-2014,Place,84440,Wheat Ridge city,30655,49003
2015,2011-2015,Place,84440,Wheat Ridge city,30863,47841
2016,2012-2016,Place,84440,Wheat Ridge city,31044,49340
2017,2013-2017,Place,84440,Wheat Ridge city,31162,52747
2018,2014-2018,Place,84440,Wheat Ridge city,31323,55893
2019,2015-2019,Place,84440,Wheat Ridge city,31331,57659
2020,2016-2020,Place,84440,Wheat Ridge city,31889,63333
2021,2017-2021,Place,84440,Wheat Ridge city,32340,73231
2022,2018-2022,Place,84440,Wheat Ridge city,32263,79567
2023,2019-2023,Place,84440,Wheat Ridge city,32158,87598
2024,2020-2024,Place,84440,Wheat Ridge city,32070,90564
2009,2005-2009,Place,84770,Wiggins town,1055,45625
2010,2006-2010,Place,84770,Wiggins town,954,46944
2011,2007-2011,Place,84770,Wiggins town,914,46696
2012,2008-2012,Place,84770,Wiggins town,985,40938
2013,2009-2013,Place,84770,Wiggins town,989,41026
2014,2010-2014,Place,84770,Wiggins town,962,43155
2015,2011-2015,Place,84770,Wiggins town,1054,48000
2016,2012-2016,Place,84770,Wiggins town,1055,49400
2017,2013-2017,Place,84770,Wiggins town,1033,52014
2018,2014-2018,Place,84770,Wiggins town,1102,53438
2019,2015-2019,Place,84770,Wiggins town,1201,57500
2020,2016-2020,Place,84770,Wiggins town,1170,57833
2021,2017-2021,Place,84770,Wiggins town,1137,64514
2022,2018-2022,Place,84770,Wiggins town,1138,77083
2023,2019-2023,Place,84770,Wiggins town,1202,89948
2024,2020-2024,Place,84770,Wiggins town,1564,91681
2009,2005-2009,Place,85045,Wiley town,507,34792
2010,2006-2010,Place,85045,Wiley town,476,37143
2011,2007-2011,Place,85045,Wiley town,397,38750
2012,2008-2012,Place,85045,Wiley town,369,35625
2013,2009-2013,Place,85045,Wiley town,401,40250
2014,2010-2014,Place,85045,Wiley town,359,36250
2015,2011-2015,Place,85045,Wiley town,350,40583
2016,2012-2016,Place,85045,Wiley town,385,41167
2017,2013-2017,Place,85045,Wiley town,330,42578
2018,2014-2018,Place,85045,Wiley town,309,44375
2019,2015-2019,Place,85045,Wiley town,344,45729
2020,2016-2020,Place,85045,Wiley town,349,45417
2021,2017-2021,Place,85045,Wiley town,352,51000
2022,2018-2022,Place,85045,Wiley town,412,70208
2023,2019-2023,Place,85045,Wiley town,424,61250
2024,2020-2024,Place,85045,Wiley town,422,60114
2009,2005-2009,Place,85155,Williamsburg town,685,37444
2010,2006-2010,Place,85155,Williamsburg town,779,43229
2011,2007-2011,Place,85155,Williamsburg town,691,41250
2012,2008-2012,Place,85155,Williamsburg town,588,41932
2013,2009-2013,Place,85155,Williamsburg town,595,45385
2014,2010-2014,Place,85155,Williamsburg town,647,44545
2015,2011-2015,Place,85155,Williamsburg town,680,47417
2016,2012-2016,Place,85155,Williamsburg town,663,49375
2017,2013-2017,Place,85155,Williamsburg town,612,46328
2018,2014-2018,Place,85155,Williamsburg town,549,46731
2019,2015-2019,Place,85155,Williamsburg town,525,47692
2020,2016-2020,Place,85155,Williamsburg town,533,43750
2021,2017-2021,Place,85155,Williamsburg town,709,44375
2022,2018-2022,Place,85155,Williamsburg town,810,66875
2023,2019-2023,Place,85155,Williamsburg town,963,54886
2024,2020-2024,Place,85155,Williamsburg town,770,50250
2009,2005-2009,Place,85485,Windsor town,16934,75267
2010,2006-2010,Place,85485,Windsor town,17306,75970
2011,2007-2011,Place,85485,Windsor town,17988,78013
2012,2008-2012,Place,85485,Windsor town,18640,79948
2013,2009-2013,Place,85485,Windsor town,19263,83602
2014,2010-2014,Place,85485,Windsor town,19865,82724
2015,2011-2015,Place,85485,Windsor town,20455,80512
2016,2012-2016,Place,85485,Windsor town,21154,86410
2017,2013-2017,Place,85485,Windsor town,23386,90699
2018,2014-2018,Place,85485,Windsor town,25232,96710
2019,2015-2019,Place,85485,Windsor town,26806,99732
2020,2016-2020,Place,85485,Windsor town,23679,103933
2021,2017-2021,Place,85485,Windsor town,31972,111477
2022,2018-2022,Place,85485,Windsor town,33905,121754
2023,2019-2023,Place,85485,Windsor town,35918,121758
2024,2020-2024,Place,85485,Windsor town,37914,127028
2009,2005-2009,Place,85705,Winter Park town,504,55417
2010,2006-2010,Place,85705,Winter Park town,573,59943
2011,2007-2011,Place,85705,Winter Park town,536,61087
2012,2008-2012,Place,85705,Winter Park town,610,63125
2013,2009-2013,Place,85705,Winter Park town,675,77976
2014,2010-2014,Place,85705,Winter Park town,554,74167
2015,2011-2015,Place,85705,Winter Park town,578,62875
2016,2012-2016,Place,85705,Winter Park town,585,80268
2017,2013-2017,Place,85705,Winter Park town,706,79375
2018,2014-2018,Place,85705,Winter Park town,650,62344
2019,2015-2019,Place,85705,Winter Park town,659,75375
2020,2016-2020,Place,85705,Winter Park town,864,95670
2021,2017-2021,Place,85705,Winter Park town,785,82273
2022,2018-2022,Place,85705,Winter Park town,762,80000
2023,2019-2023,Place,85705,Winter Park town,750,62917
2024,2020-2024,Place,85705,Winter Park town,844,68828
2010,2006-2010,Place,85760,Wolcott CDP,0,
2011,2007-2011,Place,85760,Wolcott CDP,0,
2012,2008-2012,Place,85760,Wolcott CDP,0,
2013,2009-2013,Place,85760,Wolcott CDP,0,
2014,2010-2014,Place,85760,Wolcott CDP,0,
2015,2011-2015,Place,85760,Wolcott CDP,0,
2016,2012-2016,Place,85760,Wolcott CDP,0,
2017,2013-2017,Place,85760,Wolcott CDP,0,
2018,2014-2018,Place,85760,Wolcott CDP,0,
2019,2015-2019,Place,85760,Wolcott CDP,0,
2020,2016-2020,Place,85760,Wolcott CDP,0,
2021,2017-2021,Place,85760,Wolcott CDP,0,
2022,2018-2022,Place,85760,Wolcott CDP,0,
2023,2019-2023,Place,85760,Wolcott CDP,0,
2024,2020-2024,Place,85760,Wolcott CDP,0,
2009,2005-2009,Place,86090,Woodland Park city,6656,58454
2010,2006-2010,Place,86090,Woodland Park city,7117,63993
2011,2007-2011,Place,86090,Woodland Park city,7145,65777
2012,2008-2012,Place,86090,Woodland Park city,7147,61674
2013,2009-2013,Place,86090,Woodland Park city,7162,61783
2014,2010-2014,Place,86090,Woodland Park city,7187,64248
2015,2011-2015,Place,86090,Woodland Park city,7155,64945
2016,2012-2016,Place,86090,Woodland Park city,7180,65972
2017,2013-2017,Place,86090,Woodland Park city,7287,69507
2018,2014-2018,Place,86090,Woodland Park city,7421,71295
2019,2015-2019,Place,86090,Woodland Park city,7555,77912
2020,2016-2020,Place,86090,Woodland Park city,7943,78445
2021,2017-2021,Place,86090,Woodland Park city,7854,81919
2022,2018-2022,Place,86090,Woodland Park city,7911,89341
2023,2019-2023,Place,86090,Woodland Park city,7909,96896
2024,2020-2024,Place,86090,Woodland Park city,7949,99238
2009,2005-2009,Place,86117,Woodmoor CDP,8261,109188
2010,2006-2010,Place,86117,Woodmoor CDP,8918,109849
2011,2007-2011,Place,86117,Woodmoor CDP,8724,110721
2012,2008-2012,Place,86117,Woodmoor CDP,8641,109500
2013,2009-2013,Place,86117,Woodmoor CDP,8880,114972
2014,2010-2014,Place,86117,Woodmoor CDP,8155,115345
2015,2011-2015,Place,86117,Woodmoor CDP,8427,122926
2016,2012-2016,Place,86117,Woodmoor CDP,8587,124301
2017,2013-2017,Place,86117,Woodmoor CDP,9264,130231
2018,2014-2018,Place,86117,Woodmoor CDP,9117,135085
2019,2015-2019,Place,86117,Woodmoor CDP,9345,145625
2020,2016-2020,Place,86117,Woodmoor CDP,8474,144405
2021,2017-2021,Place,86117,Woodmoor CDP,8840,159206
2022,2018-2022,Place,86117,Woodmoor CDP,8859,170068
2023,2019-2023,Place,86117,Woodmoor CDP,8819,174138
2024,2020-2024,Place,86117,Woodmoor CDP,8934,171875
2010,2006-2010,Place,86200,Woody Creek CDP,186,62250
2011,2007-2011,Place,86200,Woody Creek CDP,250,79821
2012,2008-2012,Place,86200,Woody Creek CDP,322,67955
2013,2009-2013,Place,86200,Woody Creek CDP,401,67721
2014,2010-2014,Place,86200,Woody Creek CDP,390,61983
2015,2011-2015,Place,86200,Woody Creek CDP,276,54226
2016,2012-2016,Place,86200,Woody Creek CDP,272,55526
2017,2013-2017,Place,86200,Woody Creek CDP,217,46855
2018,2014-2018,Place,86200,Woody Creek CDP,182,
2019,2015-2019,Place,86200,Woody Creek CDP,192,34844
2020,2016-2020,Place,86200,Woody Creek CDP,212,
2021,2017-2021,Place,86200,Woody Creek CDP,113,
2022,2018-2022,Place,86200,Woody Creek CDP,237,62639
2023,2019-2023,Place,86200,Woody Creek CDP,123,
2024,2020-2024,Place,86200,Woody Creek CDP,109,92895
2009,2005-2009,Place,86310,Wray city,1905,35862
2010,2006-2010,Place,86310,Wray city,1975,39476
2011,2007-2011,Place,86310,Wray city,2132,37708
2012,2008-2012,Place,86310,Wray city,2041,34901
2013,2009-2013,Place,86310,Wray city,2192,44500
2014,2010-2014,Place,86310,Wray city,2554,41853
2015,2011-2015,Place,86310,Wray city,2714,40850
2016,2012-2016,Place,86310,Wray city,2575,37750
2017,2013-2017,Place,86310,Wray city,2488,38988
2018,2014-2018,Place,86310,Wray city,2430,43141
2019,2015-2019,Place,86310,Wray city,2536,51375
2020,2016-2020,Place,86310,Wray city,2377,53778
2021,2017-2021,Place,86310,Wray city,2338,56111
2022,2018-2022,Place,86310,Wray city,2461,67596
2023,2019-2023,Place,86310,Wray city,2305,57318
2024,2020-2024,Place,86310,Wray city,2114,57171
2009,2005-2009,Place,86475,Yampa town,428,49625
2010,2006-2010,Place,86475,Yampa town,390,48750
2011,2007-2011,Place,86475,Yampa town,344,59375
2012,2008-2012,Place,86475,Yampa town,388,57344
2013,2009-2013,Place,86475,Yampa town,359,56375
2014,2010-2014,Place,86475,Yampa town,370,56500
2015,2011-2015,Place,86475,Yampa town,417,56458
2016,2012-2016,Place,86475,Yampa town,455,51250
2017,2013-2017,Place,86475,Yampa town,405,50865
2018,2014-2018,Place,86475,Yampa town,452,53438
2019,2015-2019,Place,86475,Yampa town,413,53125
2020,2016-2020,Place,86475,Yampa town,463,63026
2021,2017-2021,Place,86475,Yampa town,447,54375
2022,2018-2022,Place,86475,Yampa town,424,65625
2023,2019-2023,Place,86475,Yampa town,342,68750
2024,2020-2024,Place,86475,Yampa town,296,75109
2009,2005-2009,Place,86750,Yuma city,3247,34096
2010,2006-2010,Place,86750,Yuma city,3442,36215
2011,2007-2011,Place,86750,Yuma city,3479,39233
2012,2008-2012,Place,86750,Yuma city,3509,40052
2013,2009-2013,Place,86750,Yuma city,3543,39141
2014,2010-2014,Place,86750,Yuma city,3563,40154
2015,2011-2015,Place,86750,Yuma city,3601,37123
2016,2012-2016,Place,86750,Yuma city,3593,36154
2017,2013-2017,Place,86750,Yuma city,3526,41404
2018,2014-2018,Place,86750,Yuma city,3482,45238
2019,2015-2019,Place,86750,Yuma city,3479,49113
2020,2016-2020,Place,86750,Yuma city,3500,50577
2021,2017-2021,Place,86750,Yuma city,3451,50583
2022,2018-2022,Place,86750,Yuma city,3443,46314
2023,2019-2023,Place,86750,Yuma city,3427,52102
2024,2020-2024,Place,86750,Yuma city,3459,48338
2011,2007-2011,ZCTA,80002,ZCTA 80002,17865,47814
2012,2008-2012,ZCTA,80002,ZCTA 80002,18129,49036
2013,2009-2013,ZCTA,80002,ZCTA 80002,18742,50425
2014,2010-2014,ZCTA,80002,ZCTA 80002,17932,51027
2015,2011-2015,ZCTA,80002,ZCTA 80002,18439,48627
2016,2012-2016,ZCTA,80002,ZCTA 80002,18461,53186
2017,2013-2017,ZCTA,80002,ZCTA 80002,18211,54493
2018,2014-2018,ZCTA,80002,ZCTA 80002,18266,59099
2019,2015-2019,ZCTA,80002,ZCTA 80002,18877,63745
2020,2016-2020,ZCTA,80002,ZCTA 80002,19319,76149
2021,2017-2021,ZCTA,80002,ZCTA 80002,19724,77893
2022,2018-2022,ZCTA,80002,ZCTA 80002,20589,87500
2023,2019-2023,ZCTA,80002,ZCTA 80002,20975,92827
2024,2020-2024,ZCTA,80002,ZCTA 80002,21270,93362
2011,2007-2011,ZCTA,80003,ZCTA 80003,35506,57286
2012,2008-2012,ZCTA,80003,ZCTA 80003,35741,56398
2013,2009-2013,ZCTA,80003,ZCTA 80003,35337,54688
2014,2010-2014,ZCTA,80003,ZCTA 80003,35797,56833
2015,2011-2015,ZCTA,80003,ZCTA 80003,36518,57934
2016,2012-2016,ZCTA,80003,ZCTA 80003,36341,59098
2017,2013-2017,ZCTA,80003,ZCTA 80003,36657,62307
2018,2014-2018,ZCTA,80003,ZCTA 80003,36969,65957
2019,2015-2019,ZCTA,80003,ZCTA 80003,36480,66114
2020,2016-2020,ZCTA,80003,ZCTA 80003,36914,68866
2021,2017-2021,ZCTA,80003,ZCTA 80003,36790,73045
2022,2018-2022,ZCTA,80003,ZCTA 80003,36233,79402
2023,2019-2023,ZCTA,80003,ZCTA 80003,35381,82754
2024,2020-2024,ZCTA,80003,ZCTA 80003,35976,91464
2011,2007-2011,ZCTA,80004,ZCTA 80004,35769,64767
2012,2008-2012,ZCTA,80004,ZCTA 80004,35586,66043
2013,2009-2013,ZCTA,80004,ZCTA 80004,36093,67830
2014,2010-2014,ZCTA,80004,ZCTA 80004,36680,67371
2015,2011-2015,ZCTA,80004,ZCTA 80004,37070,67824
2016,2012-2016,ZCTA,80004,ZCTA 80004,37152,70968
2017,2013-2017,ZCTA,80004,ZCTA 80004,37241,74056
2018,2014-2018,ZCTA,80004,ZCTA 80004,37042,75794
2019,2015-2019,ZCTA,80004,ZCTA 80004,36595,78586
2020,2016-2020,ZCTA,80004,ZCTA 80004,36118,82311
2021,2017-2021,ZCTA,80004,ZCTA 80004,35608,86144
2022,2018-2022,ZCTA,80004,ZCTA 80004,35349,93260
2023,2019-2023,ZCTA,80004,ZCTA 80004,34580,99576
2024,2020-2024,ZCTA,80004,ZCTA 80004,33700,103659
2011,2007-2011,ZCTA,80005,ZCTA 80005,25938,83409
2012,2008-2012,ZCTA,80005,ZCTA 80005,26669,83125
2013,2009-2013,ZCTA,80005,ZCTA 80005,26763,84501
2014,2010-2014,ZCTA,80005,ZCTA 80005,27523,83819
2015,2011-2015,ZCTA,80005,ZCTA 80005,27662,84900
2016,2012-2016,ZCTA,80005,ZCTA 80005,28634,89189
2017,2013-2017,ZCTA,80005,ZCTA 80005,29037,96949
2018,2014-2018,ZCTA,80005,ZCTA 80005,29117,101313
2019,2015-2019,ZCTA,80005,ZCTA 80005,28737,107300
2020,2016-2020,ZCTA,80005,ZCTA 80005,28287,116157
2021,2017-2021,ZCTA,80005,ZCTA 80005,28909,122225
2022,2018-2022,ZCTA,80005,ZCTA 80005,29155,132493
2023,2019-2023,ZCTA,80005,ZCTA 80005,28883,136360
2024,2020-2024,ZCTA,80005,ZCTA 80005,28459,136821
2011,2007-2011,ZCTA,80007,ZCTA 80007,6996,130129
2012,2008-2012,ZCTA,80007,ZCTA 80007,7137,127188
2013,2009-2013,ZCTA,80007,ZCTA 80007,6957,120202
2014,2010-2014,ZCTA,80007,ZCTA 80007,7061,120972
2015,2011-2015,ZCTA,80007,ZCTA 80007,7537,130556
2016,2012-2016,ZCTA,80007,ZCTA 80007,8691,136295
2017,2013-2017,ZCTA,80007,ZCTA 80007,10174,134472
2018,2014-2018,ZCTA,80007,ZCTA 80007,12026,140610
2019,2015-2019,ZCTA,80007,ZCTA 80007,13783,147421
2020,2016-2020,ZCTA,80007,ZCTA 80007,16048,143292
2021,2017-2021,ZCTA,80007,ZCTA 80007,17132,146796
2022,2018-2022,ZCTA,80007,ZCTA 80007,17641,165648
2023,2019-2023,ZCTA,80007,ZCTA 80007,18290,171017
2024,2020-2024,ZCTA,80007,ZCTA 80007,19078,176122
2011,2007-2011,ZCTA,80010,ZCTA 80010,41088,31248
2012,2008-2012,ZCTA,80010,ZCTA 80010,42836,32544
2013,2009-2013,ZCTA,80010,ZCTA 80010,43169,32527
2014,2010-2014,ZCTA,80010,ZCTA 80010,43999,34587
2015,2011-2015,ZCTA,80010,ZCTA 80010,43987,35205
2016,2012-2016,ZCTA,80010,ZCTA 80010,43389,36754
2017,2013-2017,ZCTA,80010,ZCTA 80010,43539,38917
2018,2014-2018,ZCTA,80010,ZCTA 80010,43477,41076
2019,2015-2019,ZCTA,80010,ZCTA 80010,42807,42837
2020,2016-2020,ZCTA,80010,ZCTA 80010,43653,48066
2021,2017-2021,ZCTA,80010,ZCTA 80010,43026,51196
2022,2018-2022,ZCTA,80010,ZCTA 80010,42892,56376
2023,2019-2023,ZCTA,80010,ZCTA 80010,42010,60755
2024,2020-2024,ZCTA,80010,ZCTA 80010,42439,63579
2011,2007-2011,ZCTA,80011,ZCTA 80011,47269,41138
2012,2008-2012,ZCTA,80011,ZCTA 80011,47631,41294
2013,2009-2013,ZCTA,80011,ZCTA 80011,47508,40748
2014,2010-2014,ZCTA,80011,ZCTA 80011,47287,40129
2015,2011-2015,ZCTA,80011,ZCTA 80011,48360,40440
2016,2012-2016,ZCTA,80011,ZCTA 80011,49110,41302
2017,2013-2017,ZCTA,80011,ZCTA 80011,49746,43764
2018,2014-2018,ZCTA,80011,ZCTA 80011,50675,48086
2019,2015-2019,ZCTA,80011,ZCTA 80011,52172,51461
2020,2016-2020,ZCTA,80011,ZCTA 80011,51806,55585
2021,2017-2021,ZCTA,80011,ZCTA 80011,52248,60117
2022,2018-2022,ZCTA,80011,ZCTA 80011,52633,64541
2023,2019-2023,ZCTA,80011,ZCTA 80011,53334,69719
2024,2020-2024,ZCTA,80011,ZCTA 80011,53695,74022
2011,2007-2011,ZCTA,80012,ZCTA 80012,44060,37964
2012,2008-2012,ZCTA,80012,ZCTA 80012,44739,37296
2013,2009-2013,ZCTA,80012,ZCTA 80012,46974,40989
2014,2010-2014,ZCTA,80012,ZCTA 80012,48382,43396
2015,2011-2015,ZCTA,80012,ZCTA 80012,49010,43985
2016,2012-2016,ZCTA,80012,ZCTA 80012,50782,45740
2017,2013-2017,ZCTA,80012,ZCTA 80012,51572,49658
2018,2014-2018,ZCTA,80012,ZCTA 80012,53032,53236
2019,2015-2019,ZCTA,80012,ZCTA 80012,52588,56438
2020,2016-2020,ZCTA,80012,ZCTA 80012,53862,59647
2021,2017-2021,ZCTA,80012,ZCTA 80012,51796,61380
2022,2018-2022,ZCTA,80012,ZCTA 80012,52741,66898
2023,2019-2023,ZCTA,80012,ZCTA 80012,51389,69835
2024,2020-2024,ZCTA,80012,ZCTA 80012,51052,73000
2011,2007-2011,ZCTA,80013,ZCTA 80013,69744,70474
2012,2008-2012,ZCTA,80013,ZCTA 80013,70239,70683
2013,2009-2013,ZCTA,80013,ZCTA 80013,71261,67857
2014,2010-2014,ZCTA,80013,ZCTA 80013,71619,69310
2015,2011-2015,ZCTA,80013,ZCTA 80013,72348,69855
2016,2012-2016,ZCTA,80013,ZCTA 80013,72168,71102
2017,2013-2017,ZCTA,80013,ZCTA 80013,72650,74202
2018,2014-2018,ZCTA,80013,ZCTA 80013,72887,79219
2019,2015-2019,ZCTA,80013,ZCTA 80013,74105,80055
2020,2016-2020,ZCTA,80013,ZCTA 80013,74293,80639
2021,2017-2021,ZCTA,80013,ZCTA 80013,75525,86266
2022,2018-2022,ZCTA,80013,ZCTA 80013,73870,92076
2023,2019-2023,ZCTA,80013,ZCTA 80013,74732,97167
2024,2020-2024,ZCTA,80013,ZCTA 80013,73248,101191
2011,2007-2011,ZCTA,80014,ZCTA 80014,35618,42992
2012,2008-2012,ZCTA,80014,ZCTA 80014,35483,44480
2013,2009-2013,ZCTA,80014,ZCTA 80014,35735,46073
2014,2010-2014,ZCTA,80014,ZCTA 80014,37059,48428
2015,2011-2015,ZCTA,80014,ZCTA 80014,37617,50809
2016,2012-2016,ZCTA,80014,ZCTA 80014,38502,52597
2017,2013-2017,ZCTA,80014,ZCTA 80014,38810,53986
2018,2014-2018,ZCTA,80014,ZCTA 80014,39243,56578
2019,2015-2019,ZCTA,80014,ZCTA 80014,39333,58386
2020,2016-2020,ZCTA,80014,ZCTA 80014,39540,61167
2021,2017-2021,ZCTA,80014,ZCTA 80014,39149,64175
2022,2018-2022,ZCTA,80014,ZCTA 80014,39024,69361
2023,2019-2023,ZCTA,80014,ZCTA 80014,39277,72561
2024,2020-2024,ZCTA,80014,ZCTA 80014,39496,73210
2011,2007-2011,ZCTA,80015,ZCTA 80015,63089,81676
2012,2008-2012,ZCTA,80015,ZCTA 80015,64040,80726
2013,2009-2013,ZCTA,80015,ZCTA 80015,64460,80599
2014,2010-2014,ZCTA,80015,ZCTA 80015,64819,82730
2015,2011-2015,ZCTA,80015,ZCTA 80015,65718,83153
2016,2012-2016,ZCTA,80015,ZCTA 80015,65940,88218
2017,2013-2017,ZCTA,80015,ZCTA 80015,66695,93231
2018,2014-2018,ZCTA,80015,ZCTA 80015,67959,100229
2019,2015-2019,ZCTA,80015,ZCTA 80015,69487,102611
2020,2016-2020,ZCTA,80015,ZCTA 80015,70215,104065
2021,2017-2021,ZCTA,80015,ZCTA 80015,71786,108577
2022,2018-2022,ZCTA,80015,ZCTA 80015,72841,116357
2023,2019-2023,ZCTA,80015,ZCTA 80015,72155,121640
2024,2020-2024,ZCTA,80015,ZCTA 80015,72316,124702
2011,2007-2011,ZCTA,80016,ZCTA 80016,37499,102371
2012,2008-2012,ZCTA,80016,ZCTA 80016,40210,102173
2013,2009-2013,ZCTA,80016,ZCTA 80016,42252,101280
2014,2010-2014,ZCTA,80016,ZCTA 80016,45795,102646
2015,2011-2015,ZCTA,80016,ZCTA 80016,47660,103449
2016,2012-2016,ZCTA,80016,ZCTA 80016,49384,107305
2017,2013-2017,ZCTA,80016,ZCTA 80016,52270,113243
2018,2014-2018,ZCTA,80016,ZCTA 80016,54651,117068
2019,2015-2019,ZCTA,80016,ZCTA 80016,56841,123820
2020,2016-2020,ZCTA,80016,ZCTA 80016,58948,123281
2021,2017-2021,ZCTA,80016,ZCTA 80016,63013,131250
2022,2018-2022,ZCTA,80016,ZCTA 80016,64842,141728
2023,2019-2023,ZCTA,80016,ZCTA 80016,66479,148421
2024,2020-2024,ZCTA,80016,ZCTA 80016,68268,150492
2011,2007-2011,ZCTA,80017,ZCTA 80017,34656,51190
2012,2008-2012,ZCTA,80017,ZCTA 80017,33945,51537
2013,2009-2013,ZCTA,80017,ZCTA 80017,34144,49519
2014,2010-2014,ZCTA,80017,ZCTA 80017,33978,50536
2015,2011-2015,ZCTA,80017,ZCTA 80017,35269,51812
2016,2012-2016,ZCTA,80017,ZCTA 80017,35251,56227
2017,2013-2017,ZCTA,80017,ZCTA 80017,36475,60050
2018,2014-2018,ZCTA,80017,ZCTA 80017,36613,62531
2019,2015-2019,ZCTA,80017,ZCTA 80017,37668,64248
2020,2016-2020,ZCTA,80017,ZCTA 80017,39182,65609
2021,2017-2021,ZCTA,80017,ZCTA 80017,40001,68945
2022,2018-2022,ZCTA,80017,ZCTA 80017,40299,72844
2023,2019-2023,ZCTA,80017,ZCTA 80017,39553,76458
2024,2020-2024,ZCTA,80017,ZCTA 80017,40584,80524
2011,2007-2011,ZCTA,80018,ZCTA 80018,9306,83269
2012,2008-2012,ZCTA,80018,ZCTA 80018,9860,87373
